Hebrew,Transliteration,Root,Meaning,Part of speech
הֲרָמָה,harama,ר - ו - ם,"lifting, raising","Noun –haktalapattern, feminine"
תְּרוּמָה,truma,ר - ו - ם,"donation, contribution","Noun –tkulapattern, feminine"
מָרוֹם,marom,ר - ו - ם,"height, peak, summit","Noun –miktalpattern, masculine"
רִיצָה,ritza,ר - ו - ץ,"race, running","Noun –ktilapattern, feminine"
מְרִיצָה,meritza,ר - ו - ץ,wheelbarrow,"Noun –mekilapattern, feminine"
רָץ,ratz,ר - ו - ץ,"runner, sprinter; bishop (chess)","Noun –kalpattern, masculine"
מְרוּצָה,merutza,ר - ו - ץ,"race, running","Noun –mekulapattern, feminine"
הַרְזָיָה,harzaya,ר - ז - ה,"slimming, weight reduction","Noun –haktalapattern, feminine"
רוֹזֵן,rozen,ר - ז - ן,"count, earl","Noun –kotelpattern, masculine"
רְחָבָה,rechava,ר - ח - ב,"plaza, yard, square","Noun –ktalapattern, feminine"
הַרְחָבָה,harchava,ר - ח - ב,"expansion, widening","Noun –haktalapattern, feminine"
רוֹחַב,rochav,ר - ח - ב,width,"Noun –kotelpattern, masculine"
רְחוֹב,rechov,ר - ח - ב,street,"Noun –ktolpattern, masculine"
מֶרְחָב,merchav,ר - ח - ב,"space (esp. a wide open space), room","Noun –miktalpattern, masculine"
רֶחֶם,rechem,ר - ח - ם,"womb, uterus","Noun –ketelpattern, masculine"
רַחְפָן,rachfan,ר - ח - ף,"multirotor drone, multicopter drone","Noun –katlanpattern, masculine"
רְחִיצָה,rechitza,ר - ח - ץ,"washing, bathing","Noun –ktilapattern, feminine"
תַּרְחִיץ,tarchitz,ר - ח - ץ,"lotion, wash (cosmetics)","Noun –taktilpattern, masculine"
רַחְצָה,rachtza,ר - ח - ץ,bathing,"Noun –katlapattern, feminine"
הִתְרַחֲקוּת,hitrachakut,ר - ח - ק,distancing,"Noun –hitkattlutpattern, feminine"
הַרְחָקָה,harchaka,ר - ח - ק,"removal, distancing","Noun –haktalapattern, feminine"
מֶרְחָק,merchak,ר - ח - ק,distance,"Noun –miktalpattern, masculine"
תַּרְחִישׁ,tarchish,ר - ח - שׁ,scenario,"Noun –taktilpattern, masculine"
הִתְרַחֲשׁוּת,hitrachashut,ר - ח - שׁ,"happening, event","Noun –hitkattlutpattern, feminine"
רוֹטֶב,rotev,ר - ט - ב,"sauce, gravy, dressing","Noun –kotelpattern, masculine"
רִיטּוּט,ritut,ר - ט - ט,vibration (lit.),"Noun –kittulpattern, masculine"
מְרִיבָה,meriva,ר - י - ב,quarrel,"Noun –mekilapattern, feminine"
תִּרְכּוֹבֶת,tirkovet,ר - כ - ב,compound (chemistry),"Noun –tiktoletpattern, feminine"
הִתְרַכְּבוּת,hitrakvut,ר - כ - ב,"bonding, fusing (chemistry)","Noun –hitkattlutpattern, feminine"
הֶרְכֵּב,herkev,ר - כ - ב,"composition, set of ingredients","Noun –hektelpattern, masculine"
הַרְכָּבָה,harkava,ר - כ - ב,"assembly, process of assembling","Noun –haktalapattern, feminine"
רֶכֶב,rechev,ר - כ - ב,"vehicle, car","Noun –ketelpattern, masculine"
רַכֶּבֶת,rakevet,ר - כ - ב,train,"Noun –katteletpattern, feminine"
רְכִיב,rechiv,ר - כ - ב,"component, ingredient","Noun –ktilpattern, masculine"
מֶרְכָּבָה,merkava,ר - כ - ב,"chariot, carriage; Merkava tank","Noun –miktalapattern, feminine"
תַּרְכִּיב,tarkiv,ר - כ - ב,vaccine,"Noun –taktilpattern, masculine"
מַרְכִּיב,markiv,ר - כ - ב,"component, ingredient","Noun –maktilpattern, masculine"
רִיכּוּז,rikuz,ר - כ - ז,concentration; assemblage,"Noun –kittulpattern, masculine"
תַּרְכִּיז,tarkiz,ר - כ - ז,concentrate,"Noun –taktilpattern, masculine"
מֶרְכָּז,merkaz,ר - כ - ז,centre,"Noun –miktalpattern, masculine"
רַכָּז,rakaz,ר - כ - ז,coordinator,"Noun –kattalpattern, masculine"
רִיכּוּךְ,rikuch,ר - כ - ך,softening; artillery preparation (military),"Noun –kittulpattern, masculine"
רְכִישָׁה,rechisha,ר - כ - שׁ,"purchase, acquisition","Noun –ktilapattern, feminine"
רֶכֶשׁ,rechesh,ר - כ - שׁ,"acquisition, purchase, procurement","Noun –ketelpattern, masculine"
רְכוּשׁ,rechush,ר - כ - שׁ,"property, asset","Noun –ktulpattern, masculine"
רֶמֶז,remez,ר - מ - ז,"hint, clue","Noun –ketelpattern, masculine"
רוֹמַח,romach,ר - מ - ח,"pike, lance (weapon)","Noun –kotelpattern, masculine"
רְמִייָּה,remiya,ר - מ - ה,"fraud, deception, deceit, cheating (lit.)","Noun –ktilapattern, feminine"
מִרְמָה,mirma,ר - מ - ה,"deceit, fraud","Noun –miktalpattern, feminine"
רַמַּאי,ramay,ר - מ - ה,"crook, swindler","Noun –kattalpattern, masculine"
תַּרְמִית,tarmit,ר - מ - ה,"deceit, fraud","Noun –taktitpattern, feminine"
תַּרְמִיל,tarmil,ר - מ - ל,"satchel, bag; pod; bullet casing","Noun –taktilpattern, masculine"
רֶמֶשׂ,remes,ר - מ - שׂ,"insect, bug, vermin","Noun –ketelpattern, masculine"
רִינָּה,rina,ר - נ - ן,"joy, gladness (lit.)","Noun –kitlapattern, feminine"
רְנָנָה,renana,ר - נ - ן,singing; joy (lit.),"Noun –ktalapattern, feminine"
רֶסֶן,resen,ר - ס - ן,"bridle, rein","Noun –ketelpattern, masculine"
רִיסּוּס,risus,ר - ס - ס,spraying,"Noun –kittulpattern, masculine"
רְסִיס,resis,ר - ס - ס,"shard, sliver, trace","Noun –ktilpattern, masculine"
הִתְרַסְּקוּת,hitraskut,ר - ס - ק,"crash, accident","Noun –hitkattlutpattern, feminine"
רֶסֶק,resek,ר - ס - ק,"purée, paste","Noun –ketelpattern, masculine"
רָעָב,ra'av,ר - ע - ב,hunger,"Noun –katalpattern, masculine"
רְעַבְתָּן,re'avtan,ר - ע - ב,glutton,"Noun –ktaltanpattern, masculine"
רַעַד,ra'ad,ר - ע - ד,"trembling, shivering","Noun –ketelpattern, masculine"
רְעִידָה,re'ida,ר - ע - ד,"rattling, shaking, trembling","Noun –ktilapattern, feminine"
רַעֲיוֹן,ra'ayon,ר - ע - ה,idea,"Noun –kitlonpattern, masculine"
מִרְעֶה,mir'e,ר - ע - ה,pasture,"Noun –miktalpattern, masculine"
הַרְעָלָה,har'ala,ר - ע - ל,poisoning,"Noun –haktalapattern, feminine"
רַעַל,ra'al,ר - ע - ל,poison,"Noun –ketelpattern, masculine"
רַעַם,ra'am,ר - ע - ם,thunder,"Noun –ketelpattern, masculine"
רִיעְנוּן,ri'anun,ר - ע - נ - ן,"invigoration, refreshment","Noun –kittulpattern, masculine"
רוֹעַ,roa,ר - ע - ע,"evil, wickedness","Noun –kotelpattern, masculine"
רַעַף,ra'af,ר - ע - ף,roofing tile,"Noun –ketelpattern, masculine"
רַעַשׁ,ra'ash,ר - ע - שׁ,noise,"Noun –ketelpattern, masculine"
רוֹפֵא,rofe,ר - פ - א,"doctor, physician","Noun –kotelpattern, masculine"
מִרְפָּאָה,mirpa'a,ר - פ - א,clinic,"Noun –miktalapattern, feminine"
רְפוּאָה,refu'a,ר - פ - א,medicine; recovery,"Noun –ktulapattern, feminine"
רִיפּוּד,ripud,ר - פ - ד,"upholstery; lining, padding","Noun –kittulpattern, masculine"
רְפִידָה,refida,ר - פ - ד,insole; lining,"Noun –ktilapattern, feminine"
רִיפּוּי,ripuy,ר - פ - ה,"treatment, therapy (medicine)","Noun –kittulpattern, masculine"
הַרְפָּיָה,harpaya,ר - פ - ה,relaxation,"Noun –haktalapattern, feminine"
רִפְיוֹן,rifyon,ר - פ - ה,"laxity, looseness","Noun –kitlonpattern, masculine"
מִרְפֶּסֶת,mirpeset,ר - פ - ס,"balcony, veranda","Noun –mikteletpattern, feminine"
הִתְרַפְּסוּת,hitrapsut,ר - פ - ס,"flattery, obsequiousness","Noun –hitkattlutpattern, feminine"
רַף,raf,ר - פ - ף,"bar (jumping, pole vaulting); standard (coll.); shelf (rare)","Noun –ketelpattern, masculine"
מַרְפֵּק,marpek,ר - פ - ק,elbow,"Noun –maktelpattern, masculine"
רִיפְרוּף,rifruf,ר - פ - ר - ף,"flutter; cursory glance, skimming, scan","Noun –kittulpattern, masculine"
רֶפֶשׁ,refesh,ר - פ - שׁ,"dirt, mud","Noun –ketelpattern, masculine"
רֶפֶת,refet,ר - פ - ת,"cowshed, dairy barn; dairy farming","Noun –ketelpattern, feminine"
הַרְצָאָה,hartza'a,ר - צ - א,lecture,"Noun –haktalapattern, feminine"
רֶצַח,retzach,ר - צ - ח,murder,"Noun –ketelpattern, masculine"
רָצוֹן,ratzon,ר - צ - ה,"desire, intent, will","Noun –katonpattern, masculine"
מַרְצֵעַ,martzea,ר - צ - ע,"awl, bodkin (tool)","Noun –maktelpattern, masculine"
רְצוּעָה,retzu'a,ר - צ - ע,strip; strap; leash (dog),"Noun –ktulapattern, feminine"
רִיצּוּף,ritzuf,ר - צ - ף,"pavement, flooring","Noun –kittulpattern, masculine"
רִצְפָּה,ritzpa,ר - צ - ף,"floor, pavement, ground","Noun –kitlapattern, feminine"
רָצִיף,ratzif,ר - צ - ף,"platform (railroad), quay, pier","Noun –katilpattern, masculine"
רֶצֶף,retzef,ר - צ - ף,sequence; continuity,"Noun –ketelpattern, masculine"
מִרְצֶפֶת,mirtzefet,ר - צ - ף,"tile (flooring, wall); pavement","Noun –mikteletpattern, feminine"
רָקָב,rakav,ר - ק - ב,rot,"Noun –katalpattern, masculine"
רִיקָּבוֹן,rikavon,ר - ק - ב,"decomposition, rotting","Noun –kittalonpattern, masculine"
רִיקּוּד,rikud,ר - ק - ד,dance,"Noun –kittulpattern, masculine"
רַקְדָן,rakdan,ר - ק - ד,dancer,"Noun –katlanpattern, masculine"
רוֹקֵחַ,rokeach,ר - ק - ח,pharmacist,"Noun –kotelpattern, masculine"
מִרְקַחַת,mirkachat,ר - ק - ח,"concoction, mixture; jam, preserve (lit.)","Noun –mikteletpattern, feminine"
רִקְמָה,rikma,ר - ק - ם,"tissue (biology); embroidery, tapestry","Noun –kitlapattern, feminine"
מִרְקָם,mirkam,ר - ק - ם,"texture; tissue, web, fabric","Noun –miktalpattern, masculine"
רָקִיעַ,rakia,ר - ק - ע,"firmament, sky (lit.)","Noun –katilpattern, masculine"
מִרְקָע,mirka,ר - ק - ע,"screen (cinema, TV)","Noun –miktalpattern, masculine"
רֶקַע,reka,ר - ק - ע,"background; past, history, story","Noun –ketelpattern, masculine"
רַקָּה,raka,ר - ק - ק,temple (anatomy),"Noun –katlapattern, feminine"
רְשׁוּת,reshut,ר - שׁ - ה,"authorisation, permission; possession","Noun –ktutpattern, feminine"
רָשׁוּת,rashut,ר - שׁ - ה,"authority, administrative body","Noun –katutpattern, feminine"
רִישּׁוּי,rishuy,ר - שׁ - ה,licensing,"Noun –kittulpattern, masculine"
רִישָּׁיוֹן,rishayon,ר - שׁ - ה,"licence, permit","Noun –kittalonpattern, masculine"
הִתְרַשְּׁלוּת,hitrashlut,ר - שׁ - ל,negligence,"Noun –hitkattlutpattern, feminine"
הִתְרַשְּׁמוּת,hitrashmut,ר - שׁ - ם,impression,"Noun –hitkattlutpattern, feminine"
הַרְשָׁמָה,harshama,ר - שׁ - ם,registration,"Noun –haktalapattern, feminine"
תַּרְשִׁים,tarshim,ר - שׁ - ם,"sketch; diagram, scheme","Noun –taktilpattern, masculine"
רוֹשֶׁם,roshem,ר - שׁ - ם,impression,"Noun –kotelpattern, masculine"
רְשִׁימָה,reshima,ר - שׁ - ם,list; note,"Noun –ktilapattern, feminine"
רִישּׁוּם,rishum,ר - שׁ - ם,record; log; registration,"Noun –kittulpattern, masculine"
מִרְשָׁם,mirsham,ר - שׁ - ם,"prescription, recipe; registry","Noun –miktalpattern, masculine"
רָשָׁע,rasha,ר - שׁ - ע,"villain, criminal","Noun –katalpattern, masculine"
רֶשַׁע,resha,ר - שׁ - ע,"malice, evil","Noun –ketelpattern, masculine"
רִשְׁעָה,rish'a,ר - שׁ - ע,"evil, malice","Noun –kitlapattern, feminine"
הַרְשָׁעָה,harsha'a,ר - שׁ - ע,conviction (court),"Noun –haktalapattern, feminine"
רֶשֶׁף,reshef,ר - שׁ - ף,"flash, spark","Noun –ketelpattern, masculine"
רִשְׁרוּשׁ,rishrush,ר - שׁ - ר - שׁ,rustling,"Noun –kittulpattern, masculine"
רֶשֶׁת,reshet,ר - שׁ - ת,"network, net","Noun –ketelpattern, feminine"
רְתִיחָה,reticha,ר - ת - ח,boiling,"Noun –ktilapattern, feminine"
רִיתּוּךְ,rituch,ר - ת - ך,"welding, soldering","Noun –kittulpattern, masculine"
רוֹתֶם,rotem,ר - ת - ם,retama (plant),"Noun –kotelpattern, masculine"
מַרְתֵּף,martef,ר - ת - ף,"basement, cellar","Noun –maktelpattern, masculine"
מַשְׁאָב,mash'av,שׁ - א - ב,resource,"Noun –maktalpattern, masculine"
מַשְׁאֵבָה,mash'eva,שׁ - א - ב,pump,"Noun –maktelapattern, feminine"
שְׁאֵלָה,she'ela,שׁ - א - ל,question,"Noun –ktelapattern, feminine"
הַשְׁאָלָה,hash'ala,שׁ - א - ל,metaphor; lending,"Noun –haktalapattern, feminine"
מִשְׁאָל,mish'al,שׁ - א - ל,"survey, poll","Noun –miktalpattern, masculine"
שְׁאִילָה,she'ila,שׁ - א - ל,borrowing,"Noun –ktilapattern, feminine"
מִשְׁאָלָה,mish'ala,שׁ - א - ל,wish,"Noun –miktalapattern, feminine"
שְׁאִיפָה,she'ifa,שׁ - א - ף,"inhalation; aspiration, ambition","Noun –ktilapattern, feminine"
מַשְׁאֵף,mash'ef,שׁ - א - ף,inhaler (medicine),"Noun –maktelpattern, masculine"
שְׁאָר,she'ar,שׁ - א - ר,"remainder, the rest","Noun –ktalpattern, masculine"
שְׂאוֹר,se'or,שׂ - א - ר,leaven,"Noun –ktolpattern, masculine"
הִישָּׁאֲרוּת,hisha'arut,שׁ - א - ר,"stay, being, remaining","Noun –hikkatlutpattern, feminine"
שְׁבִיב,shviv,שׁ - ב - ב,"spark, flash (lit.)","Noun –ktilpattern, masculine"
שְׁבָב,shvav,שׁ - ב - ב,"sliver, chip; microchip (computing)","Noun –ktalpattern, masculine"
שֶׁבַח,shevach,שׁ - ב - ח,"praise, eulogy","Noun –ketelpattern, masculine"
שֵׁבֶט,shevet,שׁ - ב - ט,"tribe, one of the 12 tribes of Israel; clan (coll.); chapter, branch (of a youth group)","Noun –ketelpattern, masculine"
שֶׁבִי,shevi,שׁ - ב - ה,"captivity, imprisonment","Noun –ketelpattern, masculine"
שִׁיבּוֹלֶת,shibolet,שׁ - ב - ל,ear (of grain),"Noun –kittoletpattern, feminine"
שְׁבִיל,shvil,שׁ - ב - ל,"path, trail","Noun –ktilpattern, masculine"
שְׂבִיעָה,svi'a,שׂ - ב - ע,satiation (lit.),"Noun –ktilapattern, feminine"
שְׁבוּעָה,shvu'a,שׁ - ב - ע,"oath, vow, promise","Noun –ktulapattern, feminine"
שָׁבוּעַ,shavua,שׁ - ב - ע,week,"Noun –katulpattern, masculine"
מִשְׁבֶּצֶת,mishbetzet,שׁ - ב - ץ,"square (on a chessboard, on checkered cloth, etc.)","Noun –mikteletpattern, feminine"
שָׁבָץ,shavatz,שׁ - ב - ץ,"stroke, cerebrovascular accident; shock (slang)","Noun –katalpattern, masculine"
מִשְׁבָּר,mishbar,שׁ - ב - ר,"large wave, breaker","Noun –miktalpattern, masculine"
מַשְׁבֵּר,mashber,שׁ - ב - ר,crisis; turning point,"Noun –maktelpattern, masculine"
שֶׁבֶר,shever,שׁ - ב - ר,"fraction (mathematics); break, fracture; fragment, shard","Noun –ketelpattern, masculine"
שִׁיבּוּשׁ,shibush,שׁ - ב - שׁ,"disruption; mistake, error","Noun –kittulpattern, masculine"
שְׁבִיתָה,shvita,שׁ - ב - ת,strike (stopping from work),"Noun –ktilapattern, feminine"
שְׁגִיאָה,shgi'a,שׁ - ג - א,"error, mistake","Noun –ktilapattern, feminine"
מִשְׂגָּב,misgav,שׂ - ג - ב,"fortress; shelter, hideout, refuge","Noun –miktalpattern, masculine"
הַשְׁגָּחָה,hashgacha,שׁ - ג - ח,supervision,"Noun –haktalapattern, feminine"
מַשְׁגִּיחַ,mashgiach,שׁ - ג - ח,"supervisor, overseer; proctor, inspector","Noun –maktilpattern, masculine"
שִׁיגָּיוֹן,shigayon,שׁ - ג - ה,"quirk, whim, caprice (lit.)","Noun –kittalonpattern, masculine"
מִשְׁגָּל,mishgal,שׁ - ג - ל,"coitus, sexual intercourse","Noun –miktalpattern, masculine"
שִׁיגָּעוֹן,shiga'on,שׁ - ג - ע,"madness, craziness; quirk","Noun –kittalonpattern, masculine"
שִׁיגּוּר,shigur,שׁ - ג - ר,"launch; sending, dispatching","Noun –kittulpattern, masculine"
שִׁגְרָה,shigra,שׁ - ג - ר,routine,"Noun –kitlapattern, feminine"
שַׁגְרִיר,shagrir,שׁ - ג - ר - ר,"ambassador, envoy, emissary","Noun –kattilpattern, masculine"
שִׂיגְשׂוּג,sigsug,שׂ - ג - שׂ - ג,prosperity,"Noun –kittulpattern, masculine"
שׁוֹד,shod,שׁ - ד - ד,"robbery, burglary","Noun –kotelpattern, masculine"
שִׁידּוּךְ,shiduch,שׁ - ד - ך,matchmaking,"Noun –kittulpattern, masculine"
שַׁדְכָן,shadchan,שׁ - ד - ך,matchmaker; stapler (coll.),"Noun –katlanpattern, masculine"
הִשְׁתַּדְּלוּת,hishtadlut,שׁ - ד - ל,efforts,"Noun –hitkattlutpattern, feminine"
שִׁידּוּר,shidur,שׁ - ד - ר,"broadcast, transmission","Noun –kittulpattern, masculine"
מַשְׁדֵּר,mashder,שׁ - ד - ר,"transmitter (radio, etc.)","Noun –maktelpattern, masculine"
מִשְׁדָּר,mishdar,שׁ - ד - ר,"transmission, broadcast (radio, TV, etc.)","Noun –miktalpattern, masculine"
שְׂדֵרָה,sdera,שׂ - ד - ר,"boulevard, avenue","Noun –ktelapattern, feminine"
תַּשְׁדִּיר,tashdir,שׁ - ד - ר,"broadcast, transmission, TV or radio advertisement","Noun –taktilpattern, masculine"
שְׁהִייָּה,shehiya,שׁ - ה - ה,"stay, staying","Noun –ktilapattern, feminine"
הַשְׁהָיָה,hashhaya,שׁ - ה - ה,"delay, postponement","Noun –haktalapattern, feminine"
מִשְׁווָאָה,mishva'a,שׁ - ו - א,equation,"Noun –miktalapattern, feminine"
הַשְׁווָאָה,hashva'a,שׁ - ו - א,comparison; equalisation,"Noun –haktalapattern, feminine"
תְּשׁוּבָה,tshuva,שׁ - ו - ב,"answer, reply; solution (to a problem); repentance","Noun –tkulapattern, feminine"
